uid,BLOCK_ADDRESS,Location,Person,Zip
4874166,012XX Poydras,POINT (0 0),Edwin,
4889984,026XX S Derbigny St`,POINT (0 0),Edwin,
4891265,011XX Nunez St,POINT (0 0),Edwin,
4920302,Hayne Blvd & Symmes Ave,POINT (-89.98548787 30.04863506),Edwin,
4935491,002XX Blk Carondelet St,POINT (0 0),Edwin,
4938110,054XX Blk S Claiborne Ave,POINT (0 0),Edwin,
4943006,027XX Gadsden St,POINT (-90.26319248 30.0052441),Edwin,
4948784,084XX Blk Colapissa St,POINT (0 0),Edwin,
4963470,031XX Blk General Meyer Ave,POINT (0 0),Edwin,
4968951,045XX Blk Woodland Dr,POINT (0 0),Edwin,
4995372,Chippewa St & Felicity St,POINT (-90.07020376 29.92962306),Edwin,
5009231,002XX O'Keefe Ave,POINT (0 0),Edwin,
5013915,Saint Louis St & Dauphine St,POINT (-90.06797238 29.95763542),Edwin,
5030212,105XX Hayne Blvd,POINT (0 0),Edwin,
5041566,096XX Hayne Blvd,POINT (0 0),Edwin,
5054843,Stephen Girard Ave & Congress Dr,POINT (-90.03251358 30.0088653),Edwin,
5055116,002XX O'Keefe Ave,POINT (0 0),Edwin,
5056999,052XX Blk Bullard Ave,POINT (0 0),Edwin,
5083796,068XX Tara Lane,POINT (0 0),Edwin,
5090638,001XX Iberville St,POINT (0 0),Edwin,
5093904,033XX Canal St,POINT (0 0),Edwin,
5097561,031XX Tulane Ave,POINT (0 0),Edwin,
5098470,013XX Lakeshore Dr,POINT (-90.09192471 30.0299727),Edwin,
5112446,048XX Bonita Drive,POINT (0 0),Edwin,
5122279,047XX Wilson Dr,POINT (0 0),Edwin,
5126781,Saint Ferdinand St & N Rampart St,POINT (-90.04863761 29.96731434),Edwin,
5128131,121XX N I-10 Service Rd,POINT (0 0),Edwin,
5143330,045XX Cardenas Drive,POINT (0 0),Edwin,
5146545,049XX South Claiborne Ave,POINT (0 0),Edwin,
5153339,034XX Broadway Street,POINT (0 0),Edwin,
5157451,S Claiborne Ave & Tulane Aves,POINT (0 0),Edwin,
5159518,024XX A P Tureaud Ave,POINT (0 0),Edwin,
5159938,123XX S-10,POINT (0 0),Edwin,
5159939,123XX S-10,POINT (0 0),Edwin,
5163911,070XX Bundy Rd,POINT (0 0),Edwin,
5166086,002XX Friscoville Ave,POINT (-90.00564513 29.94850212),Edwin,
5168939,050XX Lakeshore Dr,POINT (-90.04290944 30.03520037),Edwin,
5172969,034XX Behrman Hwy,POINT (0 0),Edwin,
5177986,085XX N I-10 Service Rd,POINT (0 0),Edwin,
5181759,016XX Pace Blvd,POINT (0 0),Edwin,
5190913,101XX Curran Blvd,POINT (0 0),Edwin,
5196342,123XX S I-10 Service Road,POINT (0 0),Edwin,
5201636,064XX Fitzhenry Ct,POINT (0 0),Edwin,
5210095,070XX Lawrence Rd,POINT (0 0),Edwin,
5211166,050XX Finch St,POINT (-90.18652397 29.97702934),Edwin,
5222913,039XX Tulane Ave,POINT (0 0),Edwin,
5225948,001XX Blk Martin Luther King Jr Blvd,POINT (0 0),Edwin,
5227345,004XX Pelican Av,POINT (0 0),Edwin,
5232901,067XX Tara Ln,POINT (0 0),Edwin,
5233478,015XX Blk Conti St,POINT (0 0),Edwin,
5233542,013XX St Charles Av,POINT (0 0),Edwin,
5242166,049XX America St,POINT (0 0),Edwin,
5242429,068XX Parc Brittany Blvd,POINT (0 0),Edwin,
5244984,031XX Rue Parc Fontaine,POINT (0 0),Edwin,
5247329,061XX Tullis Dr,POINT (0 0),Edwin,
5253370,033XX Blk Broadway St,POINT (0 0),Edwin,
5259284,070XX Martin Dr,POINT (0 0),Edwin,
5261749,009XX Blk N Broad St,POINT (0 0),Edwin,
5267256,I-510 S,POINT (-89.93958144 30.03324618),Edwin,
5268035,033XX Garden Oaks Dr,POINT (0 0),Edwin,
5273780,007XX N Claiborne Av,POINT (0 0),Edwin,
5276426,054XX N Tonti St,POINT (0 0),Edwin,
5277745,051XX Bundy Rd,POINT (0 0),Edwin,
5292781,155XX Dwyer Blvd,POINT (0 0),Edwin,
5306834,031XX Tulane Av,POINT (0 0),Edwin,
5326167,070XX Lawrence Rd,POINT (0 0),Edwin,
5404020,070XX Lawrence Rd,POINT (0 0),Edwin,
5408151,006XX N Scott St,POINT (0 0),Edwin,
5410466,370XX Blk Johnny Jackson Jr Blvd,POINT (0 0),Edwin,
5431284,051XX Bundy Rd,POINT (0 0),Edwin,
5464389,N I-10 Service Rd & E Tamaron Blvd,POINT (0 0),Edwin,
5469551,070XX Lawrence Rd,POINT (0 0),Edwin,
5478569,070XX Lawrence Rd,POINT (0 0),Edwin,
5489801,068XX Parc Brittany Blvd,POINT (0 0),Edwin,
5499190,005XX Magellan St,POINT (-90.05274342 29.93708715),Edwin,
5525248,070XX Lawrence Rd,POINT (0 0),Edwin,
5528428,013XX Blk Annette St,POINT (0 0),Edwin,
5529287,021XX Browning Ln,POINT (-90.02987316 29.91358943),Edwin,
5539787,009XX Blk N Rampart St,POINT (0 0),Edwin,
5541512,123XX N I-10 Service Rd,POINT (0 0),Edwin,
5551723,055XX Tullis Dr,POINT (0 0),Edwin,
5563273,072XX Chef Menteur Hwy,POINT (0 0),Edwin,
5565473,123XX I-10 Service Rd,POINT (0 0),Edwin,
5590361,032XX Blk S Carrollton Av,POINT (0 0),Edwin,
5595453,123XX S I-10 Service Rd,POINT (0 0),Edwin,
5595470,034XX Garden Oaks Dr,POINT (0 0),Edwin,
5598998,018XX Nunez St,POINT (-90.05007205 29.93667393),Edwin,
5610293,026XX Poydras St,POINT (0 0),Edwin,
5613814,070XX Lake Kenilworth Dr,POINT (0 0),Edwin,
5634996,070XX Lawrence Rd,POINT (0 0),Edwin,
5642379,070XX Crowder Blvd,POINT (0 0),Edwin,
5642606,070XX Crowder Blvd,POINT (0 0),Edwin,
5643196,036XX Blk Texas,POINT (0 0),Edwin,
5663571,070XX Crowder Blvd,POINT (0 0),Edwin,
5676775,061XX Tullis Dr,POINT (0 0),Edwin,
